0,0;-0,011567472680214741;-0,08147242259394172
0,002;-0,011323332055214741;-0,07219507884394172
0,004;-0,010590910180214741;-0,07207300853144172
0,006;-0,003510832055214741;-0,07878687571894172
0,008;-0,008027433617714741;-0,08049586009394172
0,01;-0,007783292992714741;-0,07488062571894172
0,012;-0,003510832055214741;-0,06548121165644172
0,014;-0,011567472680214741;-0,06792261790644172
0,016;-0,004975675805214741;-0,06963160228144172
0,018;-0,006074308617714741;-0,05693628978144172
0,02;-0,007295011742714741;-0,05608179759394172
0,022;-0,014130949242714741;-0,04936793040644172
0,024;-0,02096688674271474;-0,04851343821894172
0,026;0,01663076950728526;-0,04143336009394172
0,028;-0,02450692580521474;-0,04253199290644172
0,03;0,000883699194785259;-0,03337671946894172
0,032;-0,001191496117714741;-0,030080821031441718
0,034;0,001860261694785259;-0,026174571031441718
0,036;-0,01608407424271474;-0,017385508531441718
0,038;0,001005769507285259;-0,005788828843941718
0,04;-0,011323332055214741;-0,005422617906441718
0,042;-0,003632902367714741;-0,006277110093941718
0,044;0,000761628882285259;7,054615605828207e-05
0,046;0,007231355444785259;0,007394764906058282
0,048;-0,00045907424271474095;0,012277577406058282
0,05;-0,009370207055214741;0,028512928968558282
0,052;0,005400300757285259;0,014841053968558282
0,054;-0,009736417992714741;0,028024647718558282
0,056;0,001738191382285259;0,04071996021855828
0,058;-0,005341886742714741;0,04316136646855828
0,06;-0,003632902367714741;0,05182835865605828
0,062;-0,005463957055214741;0,04841038990605828
0,064;-0,002168058617714741;0,05219456959355828
0,066;-0,002412199242714741;0,04877660084355828
0,068;0,00015127731978525905;0,06000706959355828
0,07;-0,005219816430214741;0,05634496021855828
0,072;-0,001191496117714741;0,05365941334355828
0,074;0,002104402319785259;0,06708714771855828
0,076;-0,005341886742714741;0,06379124928105828
0,078;-9,286330521474095e-05;0,06781956959355828
0,08;-0,001435636742714741;0,06806371021855828
0,082;-0,002900480492714741;0,06537816334355828
0,084;0,00015127731978525905;0,06696507740605828
0,086;-0,001435636742714741;0,06440160084355828
0,088;-0,000703214867714741;0,07209203053105828
0,09;-0,004121183617714741;0,06159398365605828
0,092;0,007719636694785259;0,06305882740605828
0,094;-0,001557707055214741;0,06501195240605828
0,096;-0,011689542992714741;0,06818578053105828
0,098;-0,011567472680214741;0,05890843678105828
0,1;0,007719636694785259;0,05378148365605828
0,102;-0,001191496117714741;0,05658910084355828
0,104;-0,011323332055214741;0,05353734303105828
0,106;0,001005769507285259;0,05219456959355828
0,108;-0,005341886742714741;0,05170628834355828
0,11;-0,013154386742714741;0,04462621021855828
0,112;0,002470613257285259;0,024606678968558282
0,114;0,00039541794478525905;0,022653553968558282
0,116;-0,009736417992714741;0,021676991468558282
0,118;0,00027334763228525905;0,009958241468558282
0,12;0,001738191382285259;0,008127186781058282
0,122;-0,002412199242714741;0,011178944593558282
0,124;-0,010224699242714741;-0,001760508531441718
0,126;2,9207007285259046e-05;-0,006765391343941718
0,128;-0,012788175805214741;-0,018972422593941718
0,13;0,001738191382285259;-0,015066172593941718
0,132;0,003325105444785259;-0,021169688218941718
0,134;-0,02072274611771474;-0,027151133531441718
0,136;-0,005463957055214741;-0,03532984446894172
0,138;-0,003632902367714741;-0,04765894603144172
0,14;-0,002168058617714741;-0,04240992259394172
0,142;-0,02047860549271474;-0,04802515696894172
0,144;-0,001069425805214741;-0,06084253978144172
0,146;0,001005769507285259;-0,05925562571894172
0,148;-0,009370207055214741;-0,06072046946894172
0,15;-0,003144621117714741;-0,06963160228144172
0,152;-0,008149503930214741;-0,06560328196894172
